path,slug,title,artist,year,track_file,md_exists,bc_url,bc_type,folder_exists,n_files
2026 - Afterhourless No Friends At Dusk,afterhourless-no-friends-at-dusk-2025,Afterhourless No Friends At Dusk,,2026,afterhourless-no-friends-at-dusk-2025.mp3,True,https://shorediverecords.bandcamp.com/album/no-friends-at-dusk,album,True,2
2026 - Bruxa Do Mangue Antifa Ep,bruxa-do-mangue-antifa-ep-2026,Bruxa Do Mangue Antifa Ep,,2026,bruxa-do-mangue-antifa-ep-2026.mp3,True,https://nightmarecho.bandcamp.com/album/antifa-ep,album,True,2
2026 - Cement Tea,cement-tea-2026,Cement Tea,,2026,cement-tea-2026.mp3,True,https://cementtea.bandcamp.com/album/--3,album,True,2
2026 - Clovis Cosmo Vastopasto E Os,clovis-cosmo-vastopasto-e-os,Clovis Cosmo Vastopasto E Os,,2026,clovis-cosmo-vastopasto-e-os.mp3,True,https://cloviscosmo.bandcamp.com/album/vastopasto-e-os-cerradofuturistas-sequestraram-a-rel-giocomotiva,album,True,2
2026 - Echo Upstairs Nossas Sombras Serao,echo-upstairs-nossas-sombras-serao,Echo Upstairs Nossas Sombras Serao,,2026,echo-upstairs-nossas-sombras-serao.mp3,True,https://echoupstairsmm.bandcamp.com/album/nossas-sombras-ser-o-guas,album,True,2
2026 - Emecê - Desbatizado,fabio-emece-preto-velho-2018,Desbatizado,Emecê,2026,fabio-emece-preto-velho-2018.mp3,True,https://fabioemece.bandcamp.com,generic,True,2
2026 - Germano Da Silva Feitico De Mestico,germano-da-silva-feitico-de-mestico-2025,Germano Da Silva Feitico De Mestico,,2026,germano-da-silva-feitico-de-mestico-2025.mp3,True,https://germanodasilva.bandcamp.com/album/feiti-o-de-mesti-o,album,True,2
2026 - God Pussy - Favela Gore,god-pussy-degenerate-landscape-2017,Favela Gore,God Pussy,2026,god-pussy-degenerate-landscape-2017.mp3,True,https://godpussy.bandcamp.com,generic,True,2
2026 - Gringos De Abril Mais Uma Volta Ao,gringos-de-abril-mais-uma-volta-ao,Gringos De Abril Mais Uma Volta Ao,,2026,gringos-de-abril-mais-uma-volta-ao.mp3,True,https://floatingsheep.bandcamp.com/album/floating-sheep,album,True,2
2026 - Gringos De Fevereiro O Que Ha De Mais,gringos-de-fevereiro-o-que-ha-de-mais,Gringos De Fevereiro O Que Ha De Mais,,2026,gringos-de-fevereiro-o-que-ha-de-mais.mp3,True,https://atadune.bandcamp.com/album/tekosa,album,True,2
2026 - Gringos De Janeiro Um Passeio Pelo,gringos-de-janeiro-um-passeio-pelo,Gringos De Janeiro Um Passeio Pelo,,2026,gringos-de-janeiro-um-passeio-pelo.mp3,True,https://eq-sub-label.bandcamp.com/album/liebe,album,True,2
2026 - Gringos De Marco Essa Mistura De,gringos-de-marco-essa-mistura-de,Gringos De Marco Essa Mistura De,,2026,gringos-de-marco-essa-mistura-de.mp3,True,https://w-berg.bandcamp.com/album/highland-village-2,album,True,2
2026 - HAYZ - 2026 - HAYZ - Hayz Nao Estamos Mais Em Casa,hayz-nao-estamos-mais-em-casa-2019,2026 - HAYZ - Hayz Nao Estamos Mais Em Casa,HAYZ,2026,hayz-nao-estamos-mais-em-casa-2019.mp3,True,https://hayz.bandcamp.com,generic,True,2
2026 - Humbra - Tratados do Amor Próprio (Flowed Fuzz),humbra-tempos-mal-vividos-ep-2016,Tratados do Amor Próprio (Flowed Fuzz),Humbra,2026,humbra-tempos-mal-vividos-ep-2016.mp3,True,https://bandahumbra.bandcamp.com,generic,True,2
2026 - Infinita Madrugada - Linhas Tortas Você Não Me Conhece,01. Linhas Tortas,Linhas Tortas Você Não Me Conhece,Infinita Madrugada,2026,01. Linhas Tortas.mp3,False,,none,True,2
2026 - Kaatayra - Caminhos de Água,kaatayra-nascido-sob-o-signo,Caminhos de Água,Kaatayra,2026,kaatayra-nascido-sob-o-signo.mp3,True,https://kaatayra.bandcamp.com,generic,True,2
2026 - Kabeca Cheia Demais,kabeca-cheia-demais-2025,Kabeca Cheia Demais,,2026,kabeca-cheia-demais-2025.mp3,True,https://kabecacheia.bandcamp.com/album/demais,album,True,2
2026 - Larva Serrote Signo Estrelado,larva-serrote-signo-estrelado-2026,Larva Serrote Signo Estrelado,,2026,larva-serrote-signo-estrelado-2026.mp3,True,https://yaelfct.bandcamp.com/album/signo-estrelado,album,True,2
2026 - Med Zentorno - Enredo,pressagio-demo-wpp-2-2020,Enredo,Med Zentorno,2026,pressagio-demo-wpp-2-2020.mp3,True,https://thiagomiazzo.bandcamp.com/album/demo-wpp-2,album,True,2
"2026 - Nobat, brandu - 2026 - Nobat, brandu - Nobat Insonia",nobat-insonia-2014,"2026 - Nobat, brandu - Nobat Insonia","Nobat, brandu",2026,nobat-insonia-2014.mp3,True,https://nobat.bandcamp.com,generic,True,2
"2026 - NoiseRed -Underground Manifesto - Diferentes Bandeiras, o mesmo Inimigo vol.2",coletanea-noisered-diferentes-bandeiras,"Underground Manifesto - Diferentes Bandeiras, o mesmo Inimigo vol.2",NoiseRed,2026,coletanea-noisered-diferentes-bandeiras.mp3,True,https://noisered.bandcamp.com/album/diferentes-bandeiras-o-mesmo-inimigo-vol-2,album,True,2
2026 - O Espaco E Um Lugar Frio E Vazio,o-espaco-e-um-lugar-frio-e-vazio,O Espaco E Um Lugar Frio E Vazio,,2026,o-espaco-e-um-lugar-frio-e-vazio.mp3,True,https://outonodiscos.bandcamp.com/album/semimetais-single,album,True,2
2026 - Odradek Horror Vacui,odradek-horror-vacui-2026,Odradek Horror Vacui,,2026,odradek-horror-vacui-2026.mp3,True,https://odradekbr.bandcamp.com/album/horror-vacui,album,True,2
2026 - pandUkkyi - Canções... Blérgh! Para Amores Perdedores,pandukkyi-shiawase-2020,Canções... Blérgh! Para Amores Perdedores,pandUkkyi,2026,pandukkyi-shiawase-2020.mp3,True,https://pandukkyi.bandcamp.com,generic,True,2
2026 - Parque Da Sao Ideograma,parque-da-sao-ideograma-2025,Parque Da Sao Ideograma,,2026,parque-da-sao-ideograma-2025.mp3,True,https://selokirecords.bandcamp.com/album/ideograma,album,True,2
2026 - Realidade Encoberta - Big Tech Über Alles,realidade-encoberta-nao-vivamos-mais,Big Tech Über Alles,Realidade Encoberta,2026,realidade-encoberta-nao-vivamos-mais.mp3,True,https://realidadeencoberta.bandcamp.com,generic,True,2
2026 - Sendero Veneco - SENDERO VENECO - VOL.1 PROGRECALIPSIS,lolo-soundsystem-lolo-soundsystem-2020,SENDERO VENECO - VOL.1 PROGRECALIPSIS,Sendero Veneco,2026,lolo-soundsystem-lolo-soundsystem-2020.mp3,True,https://prolapsorecords.bandcamp.com,generic,True,2
2026 - Tomentosa Tez - CANCÃO,tomentosa-tez-cancao-2026,CANCÃO,Tomentosa Tez,2026,tomentosa-tez-cancao-2026.mp3,True,https://tomentosatez.bandcamp.com/album/canc-o,album,True,2
2026 - Velha Velha,velha-velha-2026,Velha Velha,,2026,velha-velha-2026.mp3,True,https://midsummermadness.bandcamp.com/album/velha,album,True,2
2026 - Walter Willy Cinturoes De Van Halen,walter-willy-cinturoes-de-van-halen-2025,Walter Willy Cinturoes De Van Halen,,2026,walter-willy-cinturoes-de-van-halen-2025.mp3,True,https://chupamanga.bandcamp.com/album/cintur-es-de-van-halen,album,True,2
2025 - Alberto Continentino Cabeca Mil E O,alberto-continentino-cabeca-mil-e-o,Alberto Continentino Cabeca Mil E O,,2025,alberto-continentino-cabeca-mil-e-o.mp3,True,https://albertocontinentino.bandcamp.com/album/cabe-a-a-mil-e-o-corpo-lento,album,True,2
2025 - Alexandre Rodrigues Kaete,alexandre-rodrigues-kaete-2025,Alexandre Rodrigues Kaete,,2025,alexandre-rodrigues-kaete-2025.mp3,True,https://rodriguesalexandre.bandcamp.com/album/kaet,album,True,2
2025 - Alice Assoviei; Mari Blue - Explícita,01 Cara de Mau,Explícita,Alice Assoviei; Mari Blue,2025,01 Cara de Mau.mp3,False,,none,True,2
2025 - Ana Paia Continuar,ana-paia-continuar-2025,Ana Paia Continuar,,2025,ana-paia-continuar-2025.mp3,True,https://anapaiademais.bandcamp.com/album/continuar,album,True,2
2025 - Antonio Adolfo Carnaval Songs Were So,antonio-adolfo-carnaval-songs-were-so,Antonio Adolfo Carnaval Songs Were So,,2025,antonio-adolfo-carnaval-songs-were-so.mp3,True,https://antonioadolfo1.bandcamp.com/album/carnaval-the-songs-were-so-beautiful,album,True,2
2025 - ASTROPHYSICS - Vanilla Deathwish,astrophysics-astros-bizarre-discoteque,Vanilla Deathwish,ASTROPHYSICS,2025,astrophysics-astros-bizarre-discoteque.mp3,True,https://astrophysicsbrazil.bandcamp.com,generic,True,2
2025 - Badsista Cuteboyz,badsista-cuteboyz-2025,Badsista Cuteboyz,,2025,badsista-cuteboyz-2025.mp3,True,https://badsista.bandcamp.com/album/cuteboyz,album,True,2
2025 - Bahsi Castle,bahsi-castle-2025,Bahsi Castle,,2025,bahsi-castle-2025.mp3,True,https://lazyfriendzzz.bandcamp.com/album/castle,album,True,2
2025 - Banda Aero; Ella Morais - Bem-Me-Quer,02 Aurora,Bem-Me-Quer,Banda Aero; Ella Morais,2025,02 Aurora.mp3,False,,none,True,2
2025 - Banda De Pau E Corda - Sonhos de Uma Noite de São João,01 Banda De Pau E Corda - Definitivamente,Sonhos de Uma Noite de São João,Banda De Pau E Corda,2025,01 Banda De Pau E Corda - Definitivamente.mp3,False,,none,True,2
2025 - Beiramaquina Modus Ofeganti De,beiramaquina-modus-ofeganti-de,Beiramaquina Modus Ofeganti De,,2025,beiramaquina-modus-ofeganti-de.mp3,True,https://beiramaquina.bandcamp.com/album/modus-ofeganti-de-beiramaquina,album,True,2
2025 - Bike Noise Meditations,bike-noise-meditations-2025,Bike Noise Meditations,,2025,bike-noise-meditations-2025.mp3,True,https://bikeoficial.bandcamp.com/album/noise-meditations,album,True,2
2025 - Blackbuzz Vs Implacavel Razao Sinal,blackbuzz-vs-implacavel-razao-sinal,Blackbuzz Vs Implacavel Razao Sinal,,2025,blackbuzz-vs-implacavel-razao-sinal.mp3,True,https://blackbuzz.bandcamp.com/album/vs-a-implac-vel-raz-o-sinal-ru-do,album,True,2
2025 - Cajupitanga Sonhei Que Estava Em,cajupitanga-sonhei-que-estava-em,Cajupitanga Sonhei Que Estava Em,,2025,cajupitanga-sonhei-que-estava-em.mp3,True,https://cajupitanga.bandcamp.com/album/sonhei-que-estava-em-takamatsu,album,True,2
2025 - Carcaras Libertacao Ep,carcaras-libertacao-ep-2025,Carcaras Libertacao Ep,,2025,carcaras-libertacao-ep-2025.mp3,True,https://carcaras.bandcamp.com/album/liberta-o,album,True,2
"2025 - Carol Pedroso; O som que vem delas; Suraras do Tapajós - Eu canto minha força, meu lugar!",04 No Batuque de Alter,"Eu canto minha força, meu lugar!",Carol Pedroso; O som que vem delas; Suraras do Tapajós,2025,04 No Batuque de Alter.mp3,False,,none,True,2
2025 - Coletanea Discos Flutuantes Musica,coletanea-discos-flutuantes-musica,Coletanea Discos Flutuantes Musica,,2025,coletanea-discos-flutuantes-musica.mp3,True,https://discosflutuantes.bandcamp.com/album/m-sica-ambiente-do-brasil,album,True,2
2025 - Confeitaria Joao Paulo Prazeres Cheia,confeitaria-joao-paulo-prazeres-cheia,Confeitaria Joao Paulo Prazeres Cheia,,2025,confeitaria-joao-paulo-prazeres-cheia.mp3,True,https://confeitaria.bandcamp.com/album/cheia,album,True,2
2025 - Cães de Prata - 2025 - Cães de Prata - caes-de-prata-fitas-p-o-terceiro-filme,caes-de-prata-fitas-p-o-terceiro-filme,2025 - Cães de Prata - caes-de-prata-fitas-p-o-terceiro-filme,Cães de Prata,2025,caes-de-prata-fitas-p-o-terceiro-filme.mp3,True,https://caesdeprata.bandcamp.com,generic,True,2
2025 - Daniel Exposto Vicious,daniel-exposto-vicious-2025,Daniel Exposto Vicious,,2025,daniel-exposto-vicious-2025.mp3,True,https://danielexposto.bandcamp.com/album/vicious,album,True,2
2025 - Dennis E O Cao Da Meia Noite Ao Vivo No,dennis-e-o-cao-da-meia-noite-ao-vivo-no,Dennis E O Cao Da Meia Noite Ao Vivo No,,2025,dennis-e-o-cao-da-meia-noite-ao-vivo-no.mp3,True,https://denniseocodameia-noite.bandcamp.com/album/ao-vivo-no-manga,album,True,2
2025 - Desalmado Monopoly Of Violence,desalmado-monopoly-of-violence-2025,Desalmado Monopoly Of Violence,,2025,desalmado-monopoly-of-violence-2025.mp3,True,https://desalmado.bandcamp.com/album/monopoly-of-violence,album,True,2
2025 - Diego Max Patrimonio Nacional,diego-max-patrimonio-nacional-2025,Diego Max Patrimonio Nacional,,2025,diego-max-patrimonio-nacional-2025.mp3,True,https://diegomax.bandcamp.com/album/patrim-nio-nacional,album,True,2
2025 - Dimy Eu Sei Que Eu Disse,dimy-eu-sei-que-eu-disse-2025,Dimy Eu Sei Que Eu Disse,,2025,dimy-eu-sei-que-eu-disse-2025.mp3,True,https://fazendaeletricarecords.bandcamp.com/album/dimy-eu-sei-que-eu-disse,album,True,2
2025 - Disstantes Cybertropico,disstantes-cybertropico-2025,Disstantes Cybertropico,,2025,disstantes-cybertropico-2025.mp3,True,https://disstantes.bandcamp.com/album/cybertr-pico-disstantes,album,True,2
2025 - Eliminadorzinho Eternamente,eliminadorzinho-eternamente-2025,Eliminadorzinho Eternamente,,2025,eliminadorzinho-eternamente-2025.mp3,True,https://eliminadorzinho.bandcamp.com/album/eternamente,album,True,2
2025 - Ente Voltarei Ser Parte De Tudo,ente-voltarei-ser-parte-de-tudo-2025,Ente Voltarei Ser Parte De Tudo,,2025,ente-voltarei-ser-parte-de-tudo-2025.mp3,True,https://selokirecords.bandcamp.com/album/voltarei-a-ser-parte-de-tudo,album,True,2
2025 - Facada Truculence,facada-truculence-2025,Facada Truculence,,2025,facada-truculence-2025.mp3,True,https://facadagrind.bandcamp.com/album/truculence,album,True,2
2025 - Fernando Motta Movimento Algum,fernando-motta-movimento-algum-2025,Fernando Motta Movimento Algum,,2025,fernando-motta-movimento-algum-2025.mp3,True,https://fernandomotta.bandcamp.com/album/movimento-algum,album,True,2
2025 - Gabriel Araujo Lugar Ep,gabriel-araujo-lugar-ep-2025,Gabriel Araujo Lugar Ep,,2025,gabriel-araujo-lugar-ep-2025.mp3,True,https://gabrielaraujo.bandcamp.com/album/lugar,album,True,2
2025 - Germano da Silva - solilóquio,01. Germano da Silva - amontoado,solilóquio,Germano da Silva,2025,01. Germano da Silva - amontoado.mp3,False,,none,True,2
2025 - Gringos De Abril Uma Viagem Sonora Pela,gringos-de-abril-uma-viagem-sonora-pela,Gringos De Abril Uma Viagem Sonora Pela,,2025,gringos-de-abril-uma-viagem-sonora-pela.mp3,True,https://mindses.bandcamp.com/album/tioweh,album,True,2
2025 - Gringos De Agosto Conheca Novos,gringos-de-agosto-conheca-novos,Gringos De Agosto Conheca Novos,,2025,gringos-de-agosto-conheca-novos.mp3,True,https://submarinebroadcastingco.bandcamp.com/album/the-very-thing-that-we-need,album,True,2
2025 - Gringos De Dezembro Fechando Tampa De,gringos-de-dezembro-fechando-tampa-de,Gringos De Dezembro Fechando Tampa De,,2025,gringos-de-dezembro-fechando-tampa-de.mp3,True,https://alexaugier.bandcamp.com/album/the-lyrical-age,album,True,2
2025 - Gringos De Fevereiro Nossa Compilacao,gringos-de-fevereiro-nossa-compilacao,Gringos De Fevereiro Nossa Compilacao,,2025,gringos-de-fevereiro-nossa-compilacao.mp3,True,https://sairen.bandcamp.com/album/penumbra,album,True,2
2025 - Gringos De Janeiro Um Post Com Albuns E,gringos-de-janeiro-um-post-com-albuns-e,Gringos De Janeiro Um Post Com Albuns E,,2025,gringos-de-janeiro-um-post-com-albuns-e.mp3,True,https://sideralcafe.bandcamp.com/album/un,album,True,2
2025 - Gringos De Julho Ta Cansado Da Mesmice,gringos-de-julho-ta-cansado-da-mesmice,Gringos De Julho Ta Cansado Da Mesmice,,2025,gringos-de-julho-ta-cansado-da-mesmice.mp3,True,https://thecolorofcyan.bandcamp.com/album/as-human,album,True,2
2025 - Gringos De Junho Mais Um Compilado De,gringos-de-junho-mais-um-compilado-de,Gringos De Junho Mais Um Compilado De,,2025,gringos-de-junho-mais-um-compilado-de.mp3,True,https://rosacaninamusic.bandcamp.com/album/waiting-list,album,True,2
2025 - Gringos De Maio Um Post Fino Com 5,gringos-de-maio-um-post-fino-com-5,Gringos De Maio Um Post Fino Com 5,,2025,gringos-de-maio-um-post-fino-com-5.mp3,True,https://nthnlsound.bandcamp.com/album/awareness-of-the-wind-within-lp,album,True,2
2025 - Gringos De Marco So Som Gringo Louco E,gringos-de-marco-so-som-gringo-louco-e,Gringos De Marco So Som Gringo Louco E,,2025,gringos-de-marco-so-som-gringo-louco-e.mp3,True,https://groovexanadu.bandcamp.com/album/groove-xanadu,album,True,2
2025 - Gringos De Novembro Mais Uma Compilacao,gringos-de-novembro-mais-uma-compilacao,Gringos De Novembro Mais Uma Compilacao,,2025,gringos-de-novembro-mais-uma-compilacao.mp3,True,https://estebanseunarine.bandcamp.com/album/frequencies-for-ghosts,album,True,2
2025 - Gringos De Outubro Mais Uma Leva,gringos-de-outubro-mais-uma-leva,Gringos De Outubro Mais Uma Leva,,2025,gringos-de-outubro-mais-uma-leva.mp3,True,https://twinparadoxrecords.bandcamp.com/album/harmony-awakening,album,True,2
2025 - Gringos De Setembro Um Passeio Pelo,gringos-de-setembro-um-passeio-pelo,Gringos De Setembro Um Passeio Pelo,,2025,gringos-de-setembro-um-passeio-pelo.mp3,True,https://skambidt.bandcamp.com/album/abstraktionens-essens,album,True,2
2025 - Guandu No Fi,guandu-no-fi-2025,Guandu No Fi,,2025,guandu-no-fi-2025.mp3,True,https://candlepinrecords.bandcamp.com/album/no-fi,album,True,2
2025 - Guma Virando Noite,guma-virando-noite-2025,Guma Virando Noite,,2025,guma-virando-noite-2025.mp3,True,https://gumabanda.bandcamp.com/album/virando-noite-2,album,True,2
2025 - Gustrago - Oceanico,3. Gustrago - amigo do fim,Oceanico,Gustrago,2025,3. Gustrago - amigo do fim.mp3,False,,none,True,2
2025 - Hugo Medeiros Tempo Curvo,hugo-medeiros-tempo-curvo-2025,Hugo Medeiros Tempo Curvo,,2025,hugo-medeiros-tempo-curvo-2025.mp3,True,https://hugomedeiros.bandcamp.com/album/tempo-curvo,album,True,2
2025 - Hyldon Hyldon Jid023,hyldon-hyldon-jid023-2025,Hyldon Hyldon Jid023,,2025,hyldon-hyldon-jid023-2025.mp3,True,https://hyldon.bandcamp.com/album/hyldon-jid023,album,True,2
2025 - Jadsa Big Buraco,jadsa-big-buraco-2025,Jadsa Big Buraco,,2025,jadsa-big-buraco-2025.mp3,True,,none,True,2
2025 - Jonas Sa Mnstr,jonas-sa-mnstr-2025,Jonas Sa Mnstr,,2025,jonas-sa-mnstr-2025.mp3,True,https://jonassa.bandcamp.com/album/mnstr,album,True,2
2025 - Joyce Alane - Casa Coração,03 A natureza das coisas,Casa Coração,Joyce Alane,2025,03 A natureza das coisas.mp3,False,,none,True,2
2025 - Kovtun Transcendental Obscura,kovtun-transcendental-obscura-2025,Kovtun Transcendental Obscura,,2025,kovtun-transcendental-obscura-2025.mp3,True,https://kovtun.bandcamp.com/album/transcendental-obscura,album,True,2
2025 - le0n - Resíduos Mecânicos,02. Le0n - Temo,Resíduos Mecânicos,le0n,2025,02. Le0n - Temo.mp3,False,,none,True,2
2025 - Lea Arafah Ao Vivo Na Casa Gramo,lea-arafah-ao-vivo-na-casa-gramo-2025,Lea Arafah Ao Vivo Na Casa Gramo,,2025,lea-arafah-ao-vivo-na-casa-gramo-2025.mp3,True,https://leaarafah.bandcamp.com/album/ao-vivo-na-casa-gramo,album,True,2
2025 - Leftleaving Leftleaving,leftleaving-leftleaving-2024,Leftleaving Leftleaving,,2025,leftleaving-leftleaving-2024.mp3,True,https://leftleaving.bandcamp.com/album/left-leaving,album,True,2
2025 - Lento Distante Tecendo Ficcoes,lento-distante-tecendo-ficcoes-2025,Lento Distante Tecendo Ficcoes,,2025,lento-distante-tecendo-ficcoes-2025.mp3,True,https://lentodistante.bandcamp.com/album/tecendo-fic-es,album,True,2
2025 - Loca - 1 4 Quem Sou,06 Ai Eu (Quem Sou),1 4 Quem Sou,Loca,2025,06 Ai Eu (Quem Sou).mp3,False,,none,True,2
2025 - Lovestain Absence,lovestain-absence-2025,Lovestain Absence,,2025,lovestain-absence-2025.mp3,True,https://honestarchive.bandcamp.com/album/the-absence,album,True,2
"2025 - Luan Carvalho - Fé, Amor e Groove",03 Outro Patamar,"Fé, Amor e Groove",Luan Carvalho,2025,03 Outro Patamar.mp3,False,,none,True,2
2025 - Luca Argel Meigo Energumeno,luca-argel-meigo-energumeno-2025,Luca Argel Meigo Energumeno,,2025,luca-argel-meigo-energumeno-2025.mp3,True,https://lucaargel.bandcamp.com/album/meigo-energ-meno,album,True,2
2025 - Lupe De Lupe Amor,lupe-de-lupe-amor-2025,Lupe De Lupe Amor,,2025,lupe-de-lupe-amor-2025.mp3,True,https://lupedelupe.bandcamp.com/album/amor,album,True,2
2025 - Mad Chicken Ab Ovo,mad-chicken-ab-ovo-2025,Mad Chicken Ab Ovo,,2025,mad-chicken-ab-ovo-2025.mp3,True,https://madchicken.bandcamp.com/album/ep-ab-ovo-2025,album,True,2
2025 - Madre Vazio Obsceno,madre-vazio-obsceno-2024,Madre Vazio Obsceno,,2025,madre-vazio-obsceno-2024.mp3,True,https://selokirecords.bandcamp.com/album/vazio-obsceno,album,True,2
2025 - Manger Cadavre Como Nascem Os Monstros,manger-cadavre-como-nascem-os-monstros,Manger Cadavre Como Nascem Os Monstros,,2025,manger-cadavre-como-nascem-os-monstros.mp3,True,https://mangercadavre.bandcamp.com/album/como-nascem-os-monstros,album,True,2
2025 - Marchioretto - NADA MAIS SERÁ COMO ANTES,marchioretto-um-dia-gente-esquece-tudo,NADA MAIS SERÁ COMO ANTES,Marchioretto,2025,marchioretto-um-dia-gente-esquece-tudo.mp3,True,https://pessoaquevoa.bandcamp.com/album/um-dia-a-gente-esquece-tudo-isso,album,True,2
2025 - Matheus Mota Armario Cheio De Dentes,matheus-mota-armario-cheio-de-dentes,Matheus Mota Armario Cheio De Dentes,,2025,matheus-mota-armario-cheio-de-dentes.mp3,True,https://matheusmota.bandcamp.com/album/arm-rio-cheio-de-dentes,album,True,2
2025 - Metropole Maluca - Anedotas Urbanísticas,25-discos-legais-que-voce-deveria-ter,Anedotas Urbanísticas,Metropole Maluca,2025,25-discos-legais-que-voce-deveria-ter.mp3,True,https://hominiscanidaerec.bandcamp.com,generic,True,2
2025 - Monchmonch Martemorte,monchmonch-martemorte-2025,Monchmonch Martemorte,,2025,monchmonch-martemorte-2025.mp3,True,https://selokirecords.bandcamp.com/album/martemorte,album,True,2
2025 - Mulato Criatura,mulato-criatura-2025,Mulato Criatura,,2025,mulato-criatura-2025.mp3,True,https://mvlato.bandcamp.com/album/criatura,album,True,2
2025 - Nigeria Futebol Clube - Entre Quatro Paredes,nigeria-futebol-clube-entre-quatro,Entre Quatro Paredes,Nigeria Futebol Clube,2025,nigeria-futebol-clube-entre-quatro.mp3,True,https://nigeriafutebolclube.bandcamp.com/album/entre-quatro-paredes,album,True,2
2025 - Nosso Querido Figueiredo - 2025 - Nosso Querido Figueiredo - nosso-querido-figueiredo-metafora-ep,nosso-querido-figueiredo-metafora-ep,2025 - Nosso Querido Figueiredo - nosso-querido-figueiredo-metafora-ep,Nosso Querido Figueiredo,2025,nosso-querido-figueiredo-metafora-ep.mp3,True,,none,True,2
2025 - Nosso Querido Figueiredo - 2025 - Nosso Querido Figueiredo - nosso-querido-figueiredo-nos-tambem-nao,nosso-querido-figueiredo-nos-tambem-nao,2025 - Nosso Querido Figueiredo - nosso-querido-figueiredo-nos-tambem-nao,Nosso Querido Figueiredo,2025,nosso-querido-figueiredo-nos-tambem-nao.mp3,True,https://nossoquerido.bandcamp.com,generic,True,2
2025 - Nosso Querido Figueiredo - Eu Não Estou Em Sintonia 10 Anos,nosso-querido-figueiredo-eu-nao-estou,Eu Não Estou Em Sintonia 10 Anos,Nosso Querido Figueiredo,2025,nosso-querido-figueiredo-eu-nao-estou.mp3,True,https://nossoquerido.bandcamp.com/album/eu-n-o-estou-em-sintonia-10-anos,album,True,2
2025 - Orquestra Afro Brasileira 80 Anos,orquestra-afro-brasileira-80-anos,Orquestra Afro Brasileira 80 Anos,,2025,orquestra-afro-brasileira-80-anos.mp3,True,https://amorinsound.bandcamp.com/album/80-anos-remixes,album,True,2
2025 - Pastel De Miolos Cancoes De Luta E,pastel-de-miolos-cancoes-de-luta-e,Pastel De Miolos Cancoes De Luta E,,2025,pastel-de-miolos-cancoes-de-luta-e.mp3,True,https://pasteldemiolos.bandcamp.com/album/can-es-de-luta-e-subvers-o,album,True,2
2025 - Pelados Contato,pelados-contato-2025,Pelados Contato,,2025,pelados-contato-2025.mp3,True,https://pelados.bandcamp.com/album/contato,album,True,2
2025 - Pelos - 2025 - Pelos - pelos-paraiso-perdido-nos-bolsos-2016,pelos-paraiso-perdido-nos-bolsos-2016,2025 - Pelos - pelos-paraiso-perdido-nos-bolsos-2016,Pelos,2025,pelos-paraiso-perdido-nos-bolsos-2016.mp3,True,https://pelos.bandcamp.com,generic,True,2
2025 - pranada - ESPANTA HYPE!,03. Amigo do fim,ESPANTA HYPE!,pranada,2025,03. Amigo do fim.mp3,False,,none,True,2
2025 - Pulsive - Ato 3,03 Aqui,Ato 3,Pulsive,2025,03 Aqui.mp3,False,,none,True,2
2025 - Putrefacta Natimorto,putrefacta-natimorto-2025,Putrefacta Natimorto,,2025,putrefacta-natimorto-2025.mp3,True,https://putrefacta.bandcamp.com/album/natimorto,album,True,2
2025 - raad abdullah ferreira - artista de domingo,01. raad abdullah ferreira - av. da boavista,artista de domingo,raad abdullah ferreira,2025,01. raad abdullah ferreira - av. da boavista.mp3,False,,none,True,2
2025 - Reagents - Marulho Vol. 1,04 - Chorume - Conde,Marulho Vol. 1,Reagents,2025,04 - Chorume - Conde.mp3,False,,none,True,2
2025 - Seu Juvenal - O Que É Underground!,04 Congresso Nacional,O Que É Underground!,Seu Juvenal,2025,04 Congresso Nacional.mp3,False,,none,True,2
2025 - Sistilho Passado Pra Sempre,sistilho-passado-pra-sempre-2025,Sistilho Passado Pra Sempre,,2025,sistilho-passado-pra-sempre-2025.mp3,True,https://sistilho.bandcamp.com/album/passado-pra-sempre,album,True,2
2025 - Sophia Chablau E Felipe Vaqueiro,sophia-chablau-e-felipe-vaqueiro,Sophia Chablau E Felipe Vaqueiro,,2025,sophia-chablau-e-felipe-vaqueiro.mp3,True,https://sophiachablauefelipevaqueiro.bandcamp.com/album/handycam,album,True,2
2025 - T. Greguol Afonso Macedo Alexandre Duayer Chico Netto Kal Venturi Lourenço Netto Marcelo Morella Quilder de Paula Sérgio Arara Tannus Marcos Banana - Coisa,"01 - T. Greguol, Afonso Macedo, Alexandre Duayer, Chico - Coisa",Coisa,T. Greguol Afonso Macedo Alexandre Duayer Chico Netto Kal Venturi Lourenço Netto Marcelo Morella Quilder de Paula Sérgio Arara Tannus Marcos Banana,2025,"01 - T. Greguol, Afonso Macedo, Alexandre Duayer, Chico - Coisa.mp3",False,,none,True,2
2025 - Terraplana Natural,terraplana-natural-2025,Terraplana Natural,,2025,terraplana-natural-2025.mp3,True,https://terraplana.bandcamp.com/album/natural,album,True,2
2025 - Test Deafkids Sem Esperancas,test-deafkids-sem-esperancas-2025,Test Deafkids Sem Esperancas,,2025,test-deafkids-sem-esperancas-2025.mp3,True,https://testgrind.bandcamp.com/album/sem-esperan-as,album,True,2
2025 - Umbu Umbu,umbu-umbu-2025,Umbu Umbu,,2025,umbu-umbu-2025.mp3,True,https://umbumusica.bandcamp.com/album/umbu,album,True,2
